rkd_term,aat_id,aat_labels,broader_terms
baptism,300069030,baptism; baptisms; doop; dopen,"ceremonial; ceremonie; ceremonies; ceremonies, religious; ceremonieën; ceremony; godsdienstoefening; godsdienstoefeningen; kerkdienst; kerkdiensten; religieuze ceremonie; religieuze ceremonies; religious ceremonies; religious ceremony"
milking,300379848,gemolken; melken; milked; milking,"agricultural function; agricultural functions; functies naar specifieke context; functions by specific context; functions, agricultural; landbouwfunctie; landbouwfuncties"
agricultural equipment,300233315,"agricultural equipment; agricultural t&amp;e; equipment, agricultural; landbouwuitrusting; landbouwwerktuigen",equipment; equipment by process; uitrusting; uitrusting naar proces
milk,300191622,melk; milk,eetwaren; eten; etenswaren; food; food-stuff; foods; foodstuff; melk en melkproducten; milk and milk by product; spijzen; voedsel
water well,300152327,"water well; water wells; water-wells; waterput; waterputten; wells, water",put; put naar functie; putten; putten naar functie; well; wells; wells by function
drinking water,300011778,"drinking water; drinking-water; drinkwater; potable water; water, drinking",majem; water; water by quality; water naar kwaliteit; waters
wine glass,300043246,"glasses, wine; wijnglas; wijnglazen; wine glass; wine glasses; wine goblet; wine-glasses; wineglasses","drinkgerei; drinkglas; drinkglazen; drinking glass; drinking glasses; drinking vessel; drinking vessels; drinkvaatwerk; glas; glass; glasses; glasses, drinking; glazen"
wine,300379442,wijn; wine,beverage; beverages; drank; dranken; eetwaren; eten; etenswaren; food; food-stuff; foods; foodstuff; spijzen; voedsel
raisin,300411356,raisin; raisins; rozijn; rozijnen,fruit; fruit by condition; fruits; vrucht
viticulture,300389852,viticulture; wijnbouw,"agriculture; biological sciences; biologische wetenschap; biologische wetenschappen; biosciences; landbouw; life sciences; sciences, biological; sciences, life"
jester,300025663,fools; fools and jesters; grapjassen; jester; jester's; jesters; jesters'; moppentappers; nar; narren; potsenmaker; potsenmakers,"artiest; artiesten; artiste; artistes; artists, performing; people in the performing arts; performer; performers; performing artist; performing artist's; performing artists; performing artists'; person in the performing arts; personen in de uitvoerende kunsten; uitvoerend kunstenaar; uitvoerend kunstenaars"
bacchant,300379712,bacchant; bacchante; bacchanten; bacchantes; bacchants; bakchai; bakchoi; maenads,ancient greek and roman clergy; clergy; clergy's; clergyman; clergyman's; clergymen; cleric; clerics; geestelijke; geestelijken; oud-griekse en oud-romeinse geestelijken
cyclops,300303196,cycloop; cyclopen; cyclopes; cyclops; cyclopses,"animal; animal kingdom; animalia; animals; beings, legendary; fabeldieren; fantasiedieren; kingdom animalia; legendary being; legendary beings; metazoa; mythical being; mythical beings; mythisch of legendarisch wezen; mythische of legendarische wezens"
goddess,300343852,goddess; goddesses; godin; godinnen,deities; deity; godheden; godheid; people in religion; person in religion; personen in de religie
naiad,300380061,naiad; naiads; najade; najaden,geest; geesten; nimf; nimfen; nymph; nymphs; spirit; spirits
nymph,300379159,nimf; nimfen; nymph; nymphs,geest; geesten; people in religion; person in religion; personen in de religie; spirit; spirits
educating,300191862,educated; educating; opvoeden,"educational function; educational functions; functies naar specifieke context; functions by specific context; functions, educational; onderwijs functie; onderwijs functies"
teaching,300069743,instructing; instruction; onderwijzen; teaching,"educated; educating; educational function; educational functions; functions, educational; onderwijs functie; onderwijs functies; opvoeden"
squirrel,300250601,squirrel; squirrels; tree squirrels,knaagdieren; rodent; rodentia; rodents; sciuridae; squirrel family
glass holder,300389981,"bekerschroef; bekerschroeven; glass holder; glass holders; holders, glass","aanvullend tafelgerei; accessory table equipment; culinair gerei voor het opdienen en consumeren van voedsel; culinary equipment for serving and consuming food; equipment, accessory table; food service accessories"
goblet,300043236,bokaal; bokalen; goblet; goblets; kelkglazen,"drinkgerei; drinkglas; drinkglazen; drinking glass; drinking glasses; drinking vessel; drinking vessels; drinkvaatwerk; glas; glass; glasses; glasses, drinking; glazen"
chalice,300194762,chalice; chalices; eucharistic chalices; miskelk; miskelken,"containers, liturgical; liturgical container; liturgical containers; liturgical vessel; liturgical vessels; liturgisch vat; liturgische houder; liturgische houders; liturgische vaten; vessels, liturgical"
flagon,300196545,"flagon; flagons; livery pots; pots, livery; schenkkan; schenkkannen; stoups",vaatwerk voor het opdienen en consumeren van voedsel; vat voor het serveren van dranken; vaten voor het serveren van dranken; vessels for serving and consuming food; vessels for serving drinks
censer,300198814,censer; censers; wierookvat; wierookvaten,ceremonial container; ceremonial containers; ceremoniële houders; containers by function or context; houders naar functie of context; ritual container
tableware,300043196,table ware; tableware; tafelgerei,culinaire uitrusting; culinary equipment; equipment by context; uitrusting naar context
drinking vessel,300194567,drinkgerei; drinking vessel; drinking vessels; drinkvaatwerk,containers for serving and consuming food; houders voor het opdienen en consumeren van voedsel; vaatwerk voor het opdienen en consumeren van voedsel; vessels for serving and consuming food
liturgical object,300234147,"liturgical object; liturgical objects; liturgisch object; liturgische objecten; object, liturgical; objects, liturgical","articles, religious; ceremonial object; ceremonial objects; ceremonieel object; ceremoniële objecten; materials, religious; objects, ceremonial; objects, religious; religieus object; religieus voorwerp; religieuze objecten; religieuze voorwerpen; religious articles; religious materials; religious object; religious objects"
fireplace,300052267,fireplace; fireplace systems; fireplaces; ingles; open haard; open haarden,fireplaces and fireplace components; haardstede en haardstedeonderdeel; haardsteden en haardstedeonderdelen; heating and cooking architectural elements; verwarmings- en kookelementen
laughing,300417501,lachen; lachend; laughed; laughing,lichamelijke activiteiten naar specifieke context; personal and passive activities; persoonlijke en passieve activiteiten; physical activities by specific context
mourning,300238450,mourning; rouw,"afflictie; emotions, negative; grief; negatieve emoties; negative emotion; negative emotions; smart; sorrow; verdriet; zielenleed"
grief,300055162,afflictie; grief; smart; sorrow; verdriet; zielenleed,"emotie; emotion; emotions; emotions, negative; feelings; negatieve emoties; negative emotion; negative emotions"
rage,300055151,anger; frenesie; furie; gramschap; nijd; rage; toorn; woede; wrath,"emotie; emotion; emotions; emotions, negative; feelings; negatieve emoties; negative emotion; negative emotions"
archangel,300412110,aartsengel; aartsengelen; archangel; archangels,angel; angels; engel; engelen; geest; geesten; spirit; spirits
chicken,300250037,chicken; chickens; gallus gallus; red jungle fowl,gallus; hoenders; jungle fowl; junglefowl; phasianidae; pheasant; pheasant family; pheasants
ham,300016094,djaba; ham; jaba,"benue river region; benue-congo; benue-congo tak; niger-congo language groups style; niger-congo language groups styles; niger-kongo taalgroep; niger-kongo taalgroepen; style, niger-congo language groups; styles, niger-congo language groups"
wild boar,300250112,boar; boars; sus scrofa; wild boar; wild boars; wild pigs,pig; pigs; suid; suidae; suids; sus; varkens
beheading,300379186,beheading; beheadings; onthoofding; onthoofdingen,death; deaths; dood; executie; executies; execution; executions; overlijden; sterfgeval; sterfgevallen; sterven; terechtstelling; terechtstellingen
gallows field,300411424,galgenveld; galgenvelden; gallows field; gallows fields; gallows-field,"open ruimte; open ruimte naar functie; open ruimten; open ruimten naar functie; open space; open spaces; open spaces by function; spaces, open"
death by burning,300404346,burn alive; burning alive; death by burning; levend verbrand; levend verbranden,death; deaths; dood; executie; executies; execution; executions; overlijden; sterfgeval; sterfgevallen; sterven; terechtstelling; terechtstellingen
dismemberment,300250469,dismembered; dismemberment; uiteengereten; uiteenrijten,destroying; destruction; procedés en technieken naar specifiek type; processes and techniques by specific type; vernietigd; vernietigen; verwoesten; verwoesting
executioner,300230894,beul; beulen; executioner; executioner's; executioners; executioners',"government officials; officers, public; overheidsfunctionaris; overheidsfunctionaris naar activiteit; overheidsfunctionarissen; overheidsfunctionarissen naar activiteit; public officer; public officer's; public officers; public officers by activity; public officers'; public officials"
convicting,300137796,convicting; conviction; veroordelen,"functions, judicial; functions, legal; gerechtelijke functie; gerechtelijke functies; judicial function; judicial functions; juridische functies; legal function; legal functions; wettelijke functie"
sea monster,300380119,sea monster; sea monsters; sea-monsters; zeemonster; zeemonsters,"animal; animal kingdom; animalia; animals; beings, legendary; fabeldieren; fantasiedieren; kingdom animalia; legendary being; legendary beings; metazoa; mythical being; mythical beings; mythisch of legendarisch wezen; mythische of legendarische wezens"
witch,300252827,heks; heksen; witch; witch's; witches; witches',people by occupation; people in the occult sciences; person in the occult sciences; personen in de occulte wetenschappen; personen naar beroep
family,300055474,familie; familierelatie; familierelaties; families; family,"groups, kinship; groups, social; kinship group; kinship groups; social group; social groups; sociale groep; sociale groepen; verwantschapsgroep; verwantschapsgroepen"
emu,300395679,dromaius novaehollandiae; emoe; emoes; emu; emus,dromaiidae; dromaius
cassowary,300395678,cassowaries; cassowary; casuarius; kasuaris; kasuarissen,casuariiformes; dromaiidae
ostrich,300250074,ostrich; ostriches; struthio camelus,struthio; struthionidae
